time/h,Ewe/V
11.12758,4.64256
11.12769,4.63253
11.12783,4.62246
11.12798,4.61245
11.12816,4.60244
11.12837,4.59243
11.12862,4.58242
11.12896,4.57237
11.1294,4.56234
11.13003,4.55233
11.13104,4.54231
11.13288,4.53227
11.13673,4.52225
11.14468,4.51218
11.15301,4.50572
11.16135,4.50047
11.16968,4.49573
11.17801,4.49156
11.18635,4.48766
11.19468,4.48397
11.20301,4.48057
11.21135,4.47719
11.21968,4.47385
11.22801,4.47071
11.23635,4.46774
11.24468,4.46473
11.25301,4.46184
11.26135,4.45907
11.26968,4.45636
11.27801,4.45366
11.28635,4.45098
11.29468,4.44846
11.30301,4.44582
11.31135,4.44334
11.31968,4.44068
11.32801,4.43828
11.33635,4.43574
11.34468,4.43347
11.35301,4.43102
11.36135,4.42874
11.36968,4.42642
11.37801,4.4241
11.38635,4.42186
11.39468,4.41956
11.40301,4.41747
11.41135,4.41523
11.41968,4.41301
11.42801,4.41088
11.43635,4.40879
11.44468,4.40666
11.45301,4.40465
11.46135,4.40252
11.46968,4.4005
11.47801,4.39853
11.48635,4.39637
11.49468,4.39451
11.50301,4.39249
11.51135,4.39063
11.51968,4.38869
11.52801,4.38658
11.53635,4.38464
11.54468,4.38286
11.55301,4.381
11.56135,4.37897
11.56968,4.37707
11.57801,4.37526
11.58635,4.37345
11.59468,4.37152
11.60301,4.36974
11.61135,4.36782
11.61968,4.36604
11.62801,4.36428
11.63635,4.36236
11.64468,4.36059
11.65301,4.35879
11.66135,4.35695
11.66968,4.35512
11.67801,4.35334
11.68635,4.35172
11.69468,4.34978
11.70301,4.34806
11.71135,4.34622
11.71968,4.34433
11.72801,4.3427
11.73635,4.34096
11.74468,4.33917
11.75301,4.33735
11.76135,4.33558
11.76968,4.33392
11.77801,4.33214
11.78635,4.33048
11.79468,4.32875
11.80301,4.32686
11.81135,4.32518
11.81968,4.32352
11.82801,4.32171
11.83635,4.32002
11.84468,4.31828
11.85301,4.31645
11.86135,4.31472
11.86968,4.31304
11.87801,4.31137
11.88635,4.30963
11.89468,4.30789
11.90301,4.30616
11.91135,4.30459
11.91968,4.30272
11.92801,4.30098
11.93635,4.29938
11.94468,4.2978
11.95301,4.296
11.96135,4.2942
11.96968,4.2925
11.97801,4.29068
11.98635,4.28904
11.99468,4.28731
12.00301,4.28542
12.01135,4.28373
12.01968,4.28201
12.02801,4.28031
12.03635,4.27869
12.04468,4.27684
12.05301,4.27514
12.06135,4.27353
12.06968,4.27176
12.07801,4.27001
12.08635,4.26838
12.09468,4.26663
12.10301,4.26493
12.11135,4.26331
12.11968,4.26156
12.12801,4.25984
12.13635,4.25823
12.14468,4.25652
12.15301,4.25481
12.16135,4.25319
12.16968,4.25144
12.17801,4.24985
12.18635,4.24809
12.19468,4.24639
12.20301,4.24463
12.21135,4.243
12.21968,4.24147
12.22801,4.23967
12.23635,4.23794
12.24468,4.23629
12.25301,4.23461
12.26135,4.23275
12.26968,4.23109
12.27801,4.22946
12.28635,4.22782
12.29468,4.22618
12.30301,4.22442
12.31135,4.22279
12.31968,4.22105
12.32801,4.21945
12.33635,4.2177
12.34468,4.21608
12.35301,4.21438
12.36135,4.21272
12.36968,4.21094
12.37801,4.20935
12.38635,4.2077
12.39468,4.20611
12.40301,4.20429
12.41135,4.20275
12.41968,4.20094
12.42801,4.19938
12.43635,4.19763
12.44468,4.19601
12.45301,4.19429
12.46135,4.1927
12.46968,4.19085
12.47801,4.18929
12.48635,4.1877
12.49468,4.18598
12.50301,4.18443
12.51135,4.18271
12.51968,4.18097
12.52801,4.17948
12.53635,4.17766
12.54468,4.17604
12.55301,4.17447
12.56135,4.17276
12.56968,4.17106
12.57801,4.16941
12.58635,4.16778
12.59468,4.16614
12.60301,4.16464
12.61135,4.16291
12.61968,4.1612
12.62801,4.15957
12.63635,4.1579
12.64468,4.1564
12.65301,4.15476
12.66135,4.15315
12.66968,4.15154
12.67801,4.14985
12.68635,4.14826
12.69468,4.14673
12.70301,4.14499
12.71135,4.14345
12.71968,4.14191
12.72801,4.14017
12.73635,4.13867
12.74468,4.13706
12.75301,4.13544
12.76135,4.13394
12.76968,4.13235
12.77801,4.1307
12.78635,4.12923
12.79468,4.12771
12.80301,4.12596
12.81135,4.12435
12.81968,4.12284
12.82801,4.12132
12.83635,4.11969
12.84468,4.11816
12.85301,4.11664
12.86135,4.11505
12.86968,4.11341
12.87801,4.11189
12.88635,4.11036
12.89468,4.10882
12.90301,4.10725
12.91135,4.10562
12.91968,4.10427
12.92801,4.10274
12.93635,4.10117
12.94468,4.09965
12.95301,4.09802
12.96135,4.09661
12.96968,4.09508
12.97801,4.09367
12.98635,4.09216
12.99468,4.09066
13.00301,4.08917
13.01135,4.08762
13.01968,4.08612
13.02801,4.08481
13.03635,4.08317
13.04468,4.08179
13.05301,4.08022
13.06135,4.07884
13.06968,4.07745
13.07801,4.07586
13.08635,4.07452
13.09468,4.07308
13.10301,4.07161
13.11135,4.07009
13.11968,4.06863
13.12801,4.06724
13.13635,4.06581
13.14468,4.06457
13.15301,4.06305
13.16135,4.06156
13.16968,4.06022
13.17801,4.05868
13.18635,4.05737
13.19468,4.05588
13.20301,4.05456
13.21135,4.05311
13.21968,4.0517
13.22801,4.0503
13.23635,4.04897
13.24468,4.0475
13.25301,4.04618
13.26135,4.04466
13.26968,4.04324
13.27801,4.04196
13.28635,4.04058
13.29468,4.03922
13.30301,4.03794
13.31135,4.03651
13.31968,4.03515
13.32801,4.03385
13.33635,4.0325
13.34468,4.03106
13.35301,4.02979
13.36135,4.02834
13.36968,4.02721
13.37801,4.02584
13.38635,4.02449
13.39468,4.02316
13.40301,4.02194
13.41135,4.02053
13.41968,4.01923
13.42801,4.018
13.43635,4.01657
13.44468,4.01543
13.45301,4.01416
13.46135,4.01286
13.46968,4.01141
13.47801,4.01033
13.48635,4.009
13.49468,4.00767
13.50301,4.0064
13.51135,4.00509
13.51968,4.00392
13.52801,4.0026
13.53635,4.00146
13.54468,4.00017
13.55301,3.99888
13.56135,3.99752
13.56968,3.99632
13.57801,3.99514
13.58635,3.99393
13.59468,3.99271
13.60301,3.99135
13.61135,3.99021
13.61968,3.98898
13.62801,3.98771
13.63635,3.9866
13.64468,3.98537
13.65301,3.9841
13.66135,3.98305
13.66968,3.98179
13.67801,3.9807
13.68635,3.9795
13.69468,3.97815
13.70301,3.97714
13.71135,3.97584
13.71968,3.97483
13.72801,3.97346
13.73635,3.97238
13.74468,3.97128
13.75301,3.97013
13.76135,3.96891
13.76968,3.96773
13.77801,3.96662
13.78635,3.96555
13.79468,3.96431
13.80301,3.96315
13.81135,3.96207
13.81968,3.96089
13.82801,3.95983
13.83635,3.9587
13.84468,3.95763
13.85301,3.95647
13.86135,3.95538
13.86968,3.95432
13.87801,3.95327
13.88635,3.95204
13.89468,3.95094
13.90301,3.94997
13.91135,3.94878
13.91968,3.94764
13.92801,3.94659
13.93635,3.9455
13.94468,3.94444
13.95301,3.94325
13.96135,3.9423
13.96968,3.94121
13.97801,3.94025
13.98635,3.93917
13.99468,3.93805
14.00301,3.93694
14.01135,3.93594
14.01968,3.93486
14.02801,3.93389
14.03635,3.93279
14.04468,3.93181
14.05301,3.93073
14.06135,3.92976
14.06968,3.92863
14.07801,3.92765
14.08635,3.92662
14.09468,3.92569
14.10301,3.92462
14.11135,3.92351
14.11968,3.92247
14.12801,3.92161
14.13635,3.9207
14.14468,3.9196
14.15301,3.91866
14.16135,3.91753
14.16968,3.91654
14.17801,3.91561
14.18635,3.91465
14.19468,3.91368
14.20301,3.9127
14.21135,3.91168
14.21968,3.91067
14.22801,3.90965
14.23635,3.90866
14.24468,3.90781
14.25301,3.90675
14.26135,3.90583
14.26968,3.90482
14.27801,3.90381
14.28635,3.90287
14.29468,3.90202
14.30301,3.90098
14.31135,3.90001
14.31968,3.89911
14.32801,3.89823
14.33635,3.89723
14.34468,3.89632
14.35301,3.89537
14.36135,3.8944
14.36968,3.89347
14.37801,3.89258
14.38635,3.89174
14.39468,3.89071
14.40301,3.88976
14.41135,3.88895
14.41968,3.88806
14.42801,3.88698
14.43635,3.88614
14.44468,3.8852
14.45301,3.8843
14.46135,3.8834
14.46968,3.8825
14.47801,3.8815
14.48635,3.88059
14.49468,3.87978
14.50301,3.87883
14.51135,3.87796
14.51968,3.87706
14.52801,3.87606
14.53635,3.87513
14.54468,3.8742
14.55301,3.87358
14.56135,3.87251
14.56968,3.87162
14.57801,3.8707
14.58635,3.86974
14.59468,3.86901
14.60301,3.86807
14.61135,3.86723
14.61968,3.86641
14.62801,3.86536
14.63635,3.86466
14.64468,3.86371
14.65301,3.86282
14.66135,3.86196
14.66968,3.86111
14.67801,3.86021
14.68635,3.85939
14.69468,3.85841
14.70301,3.85755
14.71135,3.85675
14.71968,3.85597
14.72801,3.85505
14.73635,3.85424
14.74468,3.85341
14.75301,3.8525
14.76135,3.8516
14.76968,3.85073
14.77801,3.8499
14.78635,3.84903
14.79468,3.84824
14.80301,3.84747
14.81135,3.84666
14.81968,3.84582
14.82801,3.8448
14.83635,3.84408
14.84468,3.84331
14.85301,3.84227
14.86135,3.84154
14.86968,3.84057
14.87801,3.83987
14.88635,3.83896
14.89468,3.83809
14.90301,3.83713
14.91135,3.83646
14.91968,3.83563
14.92801,3.83485
14.93635,3.83386
14.94468,3.83305
14.95301,3.83235
14.96135,3.83144
14.96968,3.8305
14.97801,3.82981
14.98635,3.82897
14.99468,3.82816
15.00301,3.8273
15.01135,3.82647
15.01968,3.82565
15.02801,3.82493
15.03635,3.82401
15.04468,3.8233
15.05301,3.82237
15.06135,3.82159
15.06968,3.82083
15.07801,3.8199
15.08635,3.81909
15.09468,3.8184
15.10301,3.81752
15.11135,3.81676
15.11968,3.81602
15.12801,3.81517
15.13635,3.81441
15.14468,3.81354
15.15301,3.81272
15.16135,3.81192
15.16968,3.81111
15.17801,3.81042
15.18635,3.80953
15.19468,3.80873
15.20301,3.80797
15.21135,3.80716
15.21968,3.80644
15.22801,3.80563
15.23635,3.80486
15.24468,3.80393
15.25301,3.8032
15.26135,3.80249
15.26968,3.80163
15.27801,3.80092
15.28635,3.8001
15.29468,3.79933
15.30301,3.79853
15.31135,3.79781
15.31968,3.7971
15.32801,3.79631
15.33635,3.79552
15.34468,3.79475
15.35301,3.79406
15.36135,3.79317
15.36968,3.79234
15.37801,3.79163
15.38635,3.79101
15.39468,3.79021
15.40301,3.78952
15.41135,3.78874
15.41968,3.78803
15.42801,3.7873
15.43635,3.7865
15.44468,3.78577
15.45301,3.78501
15.46135,3.78424
15.46968,3.78361
15.47801,3.78284
15.48635,3.78208
15.49468,3.78136
15.50301,3.78068
15.51135,3.77984
15.51968,3.77926
15.52801,3.7785
15.53635,3.77777
15.54468,3.77701
15.55301,3.77625
15.56135,3.77568
15.56968,3.77493
15.57801,3.77409
15.58635,3.77343
15.59468,3.77265
15.60301,3.77197
15.61135,3.77131
15.61968,3.77063
15.62801,3.76978
15.63635,3.76907
15.64468,3.76843
15.65301,3.76777
15.66135,3.767
15.66968,3.7664
15.67801,3.76574
15.68635,3.76492
15.69468,3.76435
15.70301,3.76367
15.71135,3.76287
15.71968,3.76218
15.72801,3.76148
15.73635,3.7608
15.74468,3.76022
15.75301,3.75956
15.76135,3.75884
15.76968,3.75813
15.77801,3.75764
15.78635,3.75684
15.79468,3.75633
15.80301,3.75568
15.81135,3.75491
15.81968,3.75416
15.82801,3.75358
15.83635,3.75296
15.84468,3.75237
15.85301,3.75156
15.86135,3.75102
15.86968,3.75036
15.87801,3.74975
15.88635,3.74911
15.89468,3.74852
15.90301,3.74768
15.91135,3.74713
15.91968,3.74645
15.92801,3.7458
15.93635,3.74516
15.94468,3.74459
15.95301,3.74382
15.96135,3.74317
15.96968,3.74248
15.97801,3.74194
15.98635,3.74132
15.99468,3.74066
16.00301,3.74007
16.01135,3.73944
16.01968,3.73881
16.02801,3.73816
16.03635,3.73764
16.04468,3.73688
16.05301,3.7362
16.06135,3.73567
16.06968,3.73497
16.07801,3.73449
16.08635,3.73375
16.09468,3.73315
16.10301,3.73262
16.11135,3.73197
16.11968,3.73137
16.12801,3.73077
16.13635,3.73002
16.14468,3.72932
16.15301,3.72876
16.16135,3.7282
16.16968,3.72747
16.17801,3.72687
16.18635,3.72627
16.19468,3.72562
16.20301,3.72499
16.21135,3.72442
16.21968,3.72382
16.22801,3.72309
16.23635,3.72256
16.24468,3.7218
16.25301,3.72118
16.26135,3.72061
16.26968,3.71998
16.27801,3.71938
16.28635,3.71876
16.29468,3.71802
16.30301,3.71741
16.31135,3.71679
16.31968,3.71603
16.32801,3.71546
16.33635,3.7148
16.34468,3.71412
16.35301,3.71354
16.36135,3.7128
16.36968,3.71216
16.37801,3.71158
16.38635,3.71082
16.39468,3.71023
16.40301,3.70957
16.41135,3.70894
16.41968,3.70824
16.42801,3.70761
16.43635,3.70685
16.44468,3.70627
16.45301,3.70549
16.46135,3.70504
16.46968,3.70414
16.47801,3.70346
16.48635,3.70294
16.49468,3.70211
16.50301,3.70144
16.51135,3.70086
16.51968,3.70012
16.52801,3.69944
16.53635,3.69876
16.54468,3.69807
16.55301,3.69738
16.56135,3.69658
16.56968,3.69599
16.57801,3.69518
16.58635,3.69446
16.59468,3.69373
16.60301,3.69294
16.61135,3.69226
16.61968,3.69152
16.62801,3.69062
16.63635,3.69015
16.64468,3.68936
16.65301,3.68855
16.66135,3.68788
16.66968,3.68726
16.67801,3.68634
16.68635,3.6855
16.69468,3.68481
16.70301,3.684
16.71135,3.68327
16.71968,3.6825
16.72801,3.68185
16.73635,3.68097
16.74468,3.68027
16.75301,3.67939
16.76135,3.67873
16.76968,3.67789
16.77801,3.67712
16.78635,3.67627
16.79468,3.6754
16.80301,3.67453
16.81135,3.67377
16.81968,3.673
16.82801,3.67216
16.83635,3.6714
16.84468,3.67051
16.85301,3.66966
16.86135,3.6688
16.86968,3.66783
16.87801,3.66716
16.88635,3.66629
16.89468,3.66541
16.90301,3.66451
16.91135,3.66375
16.91968,3.66288
16.92801,3.66186
16.93635,3.66107
16.94468,3.66039
16.95301,3.65934
16.96135,3.65843
16.96968,3.65765
16.97801,3.65659
16.98635,3.65582
16.99468,3.65494
17.00301,3.65391
17.01135,3.65311
17.01968,3.65216
17.02801,3.65117
17.03635,3.65026
17.04468,3.64955
17.05301,3.64853
17.06135,3.64757
17.06968,3.64657
17.07801,3.64561
17.08635,3.64476
17.09468,3.64369
17.10301,3.6428
17.11135,3.64185
17.11968,3.64093
17.12801,3.6399
17.13635,3.63884
17.14468,3.63795
17.15301,3.63681
17.16135,3.63588
17.16968,3.63478
17.17801,3.6338
17.18635,3.63299
17.19468,3.63184
17.20301,3.63091
17.21135,3.62968
17.21968,3.6288
17.22801,3.62784
17.23635,3.62672
17.24468,3.62574
17.25301,3.62465
17.26135,3.62375
17.26968,3.62254
17.27801,3.62141
17.28635,3.62043
17.29468,3.61928
17.30301,3.61823
17.31135,3.61721
17.31968,3.61602
17.32801,3.61499
17.33635,3.6138
17.34468,3.61276
17.35301,3.61171
17.36135,3.61048
17.36968,3.60946
17.37801,3.60827
17.38635,3.60722
17.39468,3.60606
17.40301,3.60484
17.41135,3.6038
17.41968,3.60267
17.42801,3.60155
17.43635,3.60035
17.44468,3.59918
17.45301,3.59793
17.46135,3.59687
17.46968,3.5957
17.47801,3.59453
17.48635,3.59321
17.49468,3.59213
17.50301,3.59092
17.51135,3.58973
17.51968,3.58853
17.52801,3.58725
17.53635,3.58612
17.54468,3.58487
17.55301,3.58362
17.56135,3.58249
17.56968,3.58128
17.57801,3.58011
17.58635,3.57879
17.59468,3.57754
17.60301,3.57636
17.61135,3.57505
17.61968,3.57379
17.62801,3.57249
17.63635,3.57138
17.64468,3.57012
17.65301,3.56862
17.66135,3.56736
17.66968,3.56628
17.67801,3.56502
17.68635,3.56374
17.69468,3.56252
17.70301,3.56112
17.71135,3.55984
17.71968,3.55861
17.72801,3.5572
17.73635,3.55586
17.74468,3.5547
17.75301,3.55339
17.76135,3.55202
17.76968,3.55076
17.77801,3.5495
17.78635,3.548
17.79468,3.54681
17.80301,3.54541
17.81135,3.54417
17.81968,3.54294
17.82801,3.54151
17.83635,3.54017
17.84468,3.53878
17.85301,3.53757
17.86135,3.5362
17.86968,3.53474
17.87801,3.53349
17.88635,3.53212
17.89468,3.53075
17.90301,3.52936
17.91135,3.52796
17.91968,3.52667
17.92801,3.52526
17.93635,3.52392
17.94468,3.52251
17.95301,3.52119
17.96135,3.51982
17.96968,3.51838
17.97801,3.51706
17.98635,3.51576
17.99468,3.5145
18.00301,3.51298
18.01135,3.51158
18.01968,3.51013
18.02801,3.50888
18.03635,3.50741
18.04468,3.506
18.05301,3.50467
18.06135,3.50327
18.06968,3.50188
18.07801,3.50051
18.08635,3.49907
18.09468,3.49768
18.10301,3.49621
18.11135,3.49484
18.11968,3.49339
18.12801,3.49203
18.13635,3.49063
18.14468,3.4892
18.15301,3.48779
18.16135,3.48636
18.16968,3.48499
18.17801,3.4836
18.18635,3.48219
18.19468,3.48071
18.20301,3.47928
18.21135,3.47792
18.21968,3.47632
18.22801,3.47501
18.23635,3.47359
18.24468,3.47217
18.25301,3.47051
18.26135,3.46913
18.26968,3.46779
18.27801,3.4664
18.28635,3.46499
18.29468,3.46353
18.30301,3.46197
18.31135,3.46049
18.31968,3.45913
18.32801,3.45775
18.33635,3.45615
18.34468,3.45482
18.35301,3.45326
18.36135,3.4518
18.36968,3.45045
18.37801,3.44894
18.38635,3.44755
18.39468,3.44595
18.40301,3.44452
18.41135,3.44301
18.41968,3.4415
18.42801,3.44
18.43635,3.43858
18.44468,3.437
18.45301,3.43542
18.46135,3.43405
18.46968,3.43241
18.47801,3.43087
18.48635,3.42943
18.49468,3.42782
18.50301,3.4263
18.51135,3.42469
18.51968,3.42312
18.52801,3.4216
18.53635,3.42005
18.54468,3.4186
18.55302,3.41701
18.56135,3.41548
18.56968,3.41401
18.57802,3.41224
18.58635,3.41075
18.59468,3.40911
18.60302,3.40746
18.61135,3.40603
18.61968,3.40443
18.62802,3.4028
18.63635,3.40132
18.64468,3.39971
18.65302,3.39803
18.66135,3.39638
18.66968,3.39463
18.67802,3.39307
18.68635,3.39164
18.69468,3.38983
18.70302,3.38822
18.71135,3.38658
18.71968,3.3848
18.72802,3.38315
18.73635,3.38144
18.74468,3.37973
18.75302,3.37811
18.76135,3.37641
18.76968,3.37476
18.77802,3.37318
18.78635,3.37137
18.79468,3.36973
18.80302,3.36808
18.81135,3.36625
18.81968,3.3646
18.82802,3.36295
18.83635,3.36114
18.84468,3.35951
18.85302,3.35769
18.86135,3.35597
18.86968,3.35431
18.87802,3.35238
18.88635,3.35072
18.89468,3.34895
18.90302,3.34727
18.91135,3.34543
18.91968,3.34357
18.92802,3.34173
18.93635,3.33991
18.94468,3.33818
18.95302,3.33632
18.96135,3.33437
18.96968,3.33257
18.97802,3.33056
18.98635,3.32859
18.99468,3.32688
19.00302,3.32499
19.01135,3.3231
19.01968,3.32143
19.02802,3.31946
19.03635,3.31756
19.04468,3.31577
19.05302,3.31388
19.06135,3.31186
19.06969,3.30993
19.07802,3.3079
19.08635,3.30597
19.09469,3.30403
19.10302,3.30187
19.11135,3.29995
19.11969,3.29803
19.12802,3.29596
19.13635,3.29396
19.14469,3.29198
19.15302,3.28988
19.16135,3.28799
19.16969,3.28592
19.17802,3.28386
19.18635,3.28198
19.19469,3.27976
19.20302,3.278
19.21135,3.27591
19.21969,3.27368
19.22802,3.2716
19.23635,3.26944
19.24469,3.2672
19.25302,3.26507
19.26135,3.26299
19.26969,3.26079
19.27802,3.25876
19.28635,3.25654
19.29469,3.25454
19.30302,3.25232
19.31135,3.25017
19.31969,3.2481
19.32802,3.24603
19.33635,3.2438
19.34469,3.2416
19.35302,3.2394
19.36135,3.23742
19.36969,3.23524
19.37802,3.23296
19.38635,3.23079
19.39469,3.22865
19.40302,3.22636
19.41135,3.22404
19.41969,3.22185
19.42802,3.21945
19.43635,3.2172
19.44469,3.21481
19.45302,3.21241
19.46135,3.21002
19.46969,3.20778
19.47802,3.20546
19.48635,3.20308
19.49469,3.20081
19.50302,3.19867
19.51135,3.19639
19.51969,3.19422
19.52802,3.19213
19.53635,3.18991
19.54469,3.18771
19.55302,3.18559
19.56135,3.18318
19.56969,3.18112
19.57802,3.17894
19.58636,3.17661
19.59469,3.17422
19.60302,3.17184
19.61136,3.16945
19.61969,3.16706
19.62802,3.16467
19.63636,3.16238
19.64469,3.15997
19.65302,3.15762
19.66136,3.15538
19.66969,3.15307
19.67802,3.1508
19.68636,3.14848
19.69469,3.14624
19.70302,3.14398
19.71136,3.14153
19.71969,3.13934
19.72802,3.13694
19.73636,3.13454
19.74469,3.13226
19.75302,3.12989
19.76136,3.12795
19.76969,3.12558
19.77802,3.12324
19.78636,3.12085
19.79469,3.11856
19.80302,3.11619
19.81136,3.11384
19.81969,3.11148
19.82802,3.109
19.83636,3.1067
19.84469,3.1044
19.85302,3.10219
19.86136,3.09959
19.86969,3.09726
19.87802,3.095
19.88636,3.09249
19.89469,3.09007
19.90302,3.0876
19.91136,3.0851
19.91969,3.08278
19.92802,3.08018
19.93636,3.07764
19.94469,3.07515
19.95302,3.07253
19.96136,3.06996
19.96969,3.06726
19.97802,3.06464
19.98636,3.06186
19.99469,3.05903
20.00302,3.05651
20.01136,3.05377
20.01969,3.05132
20.02802,3.04866
20.03636,3.04581
20.04469,3.0431
20.05302,3.04046
20.06136,3.03766
20.06969,3.03472
20.07802,3.03177
20.08636,3.02892
20.09469,3.02581
20.10302,3.02281
20.11136,3.01959
20.11969,3.01653
20.12803,3.01317
20.13636,3.00993
20.14469,3.00665
20.15303,3.00323
20.16104,3.00006
20.16104,3.00004
20.16104,3.00529
20.16105,3.0153
20.16106,3.02531
20.16108,3.03546
20.1611,3.04547
20.16112,3.0555
20.16115,3.06553
20.16118,3.0756
20.16121,3.08563
20.16125,3.09569
20.16129,3.10576
20.16135,3.11579
20.16141,3.12583
20.16148,3.13585
20.16157,3.14589
20.16168,3.15592
20.16182,3.16595
20.16198,3.17595
20.16218,3.18596
20.16242,3.19597
20.1627,3.20598
20.16303,3.21598
20.16341,3.22599
20.16385,3.23603
20.16436,3.24606
20.16493,3.25609
20.16557,3.2661
20.16629,3.27612
20.1671,3.28614
20.16802,3.29614
20.16905,3.30614
20.1702,3.31616
20.1715,3.32618
20.17297,3.33619
20.17464,3.3462
20.17655,3.35621
20.17872,3.36622
20.18124,3.37622
20.18415,3.38622
20.18757,3.39627
20.19163,3.40628
20.1965,3.41629
20.20237,3.4263
20.20964,3.43631
20.21798,3.44541
20.22631,3.4529
20.23464,3.45931
20.24298,3.46467
20.25131,3.46945
20.25964,3.47334
20.26798,3.47693
20.27631,3.48029
20.28464,3.48305
20.29298,3.48582
20.30131,3.4882
20.30964,3.49045
20.31798,3.49253
20.32631,3.49452
20.33464,3.49639
20.34298,3.49811
20.35131,3.49987
20.35964,3.50144
20.36798,3.50305
20.37631,3.50462
20.38464,3.50601
20.39298,3.50745
20.40131,3.50913
20.40964,3.51061
20.41798,3.512
20.42631,3.51349
20.43464,3.51485
20.44298,3.51615
20.45131,3.51753
20.45964,3.51891
20.46798,3.52035
20.47631,3.52164
20.48464,3.52306
20.49298,3.52435
20.50131,3.52569
20.50964,3.527
20.51798,3.5284
20.52631,3.52958
20.53464,3.53103
20.54298,3.53221
20.55131,3.53363
20.55964,3.53499
20.56798,3.53644
20.57631,3.53776
20.58464,3.53928
20.59298,3.54065
20.60131,3.54202
20.60964,3.54346
20.61798,3.54485
20.62631,3.54635
20.63464,3.54777
20.64298,3.54936
20.65131,3.55074
20.65964,3.55219
20.66798,3.55371
20.67631,3.55521
20.68465,3.55667
20.69298,3.55831
20.70131,3.55989
20.70965,3.56154
20.71798,3.5629
20.72631,3.56456
20.73465,3.56619
20.74298,3.56764
20.75131,3.56933
20.75965,3.57079
20.76798,3.57237
20.77631,3.57387
20.78465,3.57549
20.79298,3.57702
20.80131,3.57863
20.80965,3.58034
20.81798,3.58202
20.82631,3.58348
20.83465,3.58512
20.84298,3.5866
20.85131,3.5885
20.85965,3.58998
20.86798,3.59156
20.87631,3.5932
20.88465,3.59487
20.89298,3.59654
20.90131,3.5982
20.90965,3.5997
20.91798,3.60151
20.92631,3.60302
20.93465,3.60464
20.94298,3.60621
20.95131,3.60788
20.95965,3.60965
20.96798,3.61121
20.97631,3.61276
20.98465,3.61447
20.99298,3.61619
21.00131,3.61776
21.00965,3.61946
21.01798,3.62101
21.02631,3.62261
21.03465,3.62418
21.04298,3.62565
21.05131,3.62732
21.05965,3.62895
21.06798,3.63061
21.07631,3.6321
21.08465,3.6336
21.09298,3.63515
21.10131,3.63687
21.10965,3.6384
21.11798,3.64002
21.12631,3.64149
21.13465,3.64314
21.14298,3.64461
21.15131,3.64613
21.15965,3.64759
21.16798,3.64914
21.17631,3.65047
21.18465,3.65216
21.19298,3.65355
21.20132,3.65497
21.20965,3.65648
21.21798,3.65784
21.22632,3.65912
21.23465,3.6607
21.24298,3.66209
21.25132,3.66352
21.25965,3.66491
21.26798,3.66627
21.27632,3.66759
21.28465,3.66896
21.29298,3.67042
21.30132,3.67173
21.30965,3.67297
21.31798,3.67429
21.32632,3.67547
21.33465,3.67683
21.34298,3.67819
21.35132,3.67957
21.35965,3.68069
21.36798,3.68199
21.37632,3.68328
21.38465,3.68442
21.39298,3.68566
21.40132,3.68668
21.40965,3.68806
21.41798,3.68921
21.42632,3.69024
21.43465,3.69157
21.44298,3.69271
21.45132,3.69364
21.45965,3.69478
21.46798,3.69597
21.47632,3.69708
21.48465,3.69803
21.49298,3.69923
21.50132,3.70031
21.50965,3.70129
21.51798,3.70236
21.52632,3.70328
21.53465,3.70448
21.54298,3.70553
21.55132,3.70637
21.55965,3.70742
21.56798,3.70831
21.57632,3.70934
21.58465,3.71035
21.59298,3.71133
21.60132,3.71232
21.60965,3.71329
21.61798,3.7141
21.62632,3.71519
21.63465,3.71593
21.64298,3.71686
21.65132,3.71775
21.65965,3.71874
21.66798,3.71959
21.67632,3.72044
21.68465,3.7214
21.69298,3.72219
21.70132,3.72303
21.70965,3.72387
21.71799,3.72475
21.72632,3.72551
21.73465,3.72642
21.74299,3.72721
21.75132,3.72799
21.75965,3.72896
21.76799,3.72962
21.77632,3.7304
21.78465,3.73121
21.79299,3.73193
21.80132,3.73281
21.80965,3.73357
21.81799,3.73425
21.82632,3.7351
21.83465,3.73589
21.84299,3.7366
21.85132,3.73736
21.85965,3.73806
21.86799,3.73882
21.87632,3.73953
21.88465,3.74032
21.89299,3.74106
21.90132,3.74172
21.90965,3.74244
21.91799,3.74312
21.92632,3.7439
21.93465,3.74468
21.94299,3.74526
21.95132,3.74608
21.95965,3.74673
21.96799,3.74744
21.97632,3.74812
21.98465,3.74879
21.99299,3.74953
22.00132,3.75022
22.00965,3.75089
22.01799,3.75155
22.02632,3.7522
22.03465,3.75282
22.04299,3.7535
22.05132,3.75407
22.05965,3.75486
22.06799,3.75539
22.07632,3.75613
22.08465,3.75665
22.09299,3.75734
22.10132,3.75799
22.10965,3.75872
22.11799,3.75939
22.12632,3.75993
22.13465,3.76062
22.14299,3.76123
22.15132,3.76189
22.15965,3.76251
22.16799,3.76303
22.17632,3.76383
22.18465,3.76446
22.19299,3.76503
22.20132,3.76575
22.20965,3.7663
22.21799,3.76693
22.22632,3.76753
22.23465,3.76814
22.24299,3.76883
22.25132,3.76935
22.25966,3.77004
22.26799,3.77055
22.27632,3.77123
22.28466,3.77172
22.29299,3.77249
22.30132,3.77311
22.30966,3.77374
22.31799,3.7744
22.32632,3.77505
22.33466,3.77558
22.34299,3.77622
22.35132,3.77684
22.35966,3.77748
22.36799,3.77817
