time/h,Ewe/V
22.37632,3.77871
22.38466,3.77937
22.39299,3.77994
22.40132,3.78057
22.40966,3.78127
22.41799,3.78182
22.42632,3.78249
22.43466,3.78316
22.44299,3.78375
22.45132,3.78442
22.45966,3.78492
22.46799,3.78556
22.47632,3.78619
22.48466,3.78696
22.49299,3.78757
22.50132,3.78816
22.50966,3.78878
22.51799,3.78947
22.52632,3.79007
22.53466,3.79061
22.54299,3.79137
22.55132,3.79198
22.55966,3.79258
22.56799,3.79321
22.57632,3.79383
22.58466,3.79448
22.59299,3.79515
22.60132,3.79572
22.60966,3.79641
22.61799,3.79695
22.62632,3.7977
22.63466,3.79827
22.64299,3.79903
22.65132,3.79972
22.65966,3.80043
22.66799,3.80096
22.67632,3.80163
22.68466,3.80228
22.69299,3.80292
22.70132,3.80364
22.70966,3.8043
22.71799,3.80499
22.72632,3.80573
22.73466,3.80631
22.74299,3.80692
22.75132,3.80766
22.75966,3.80831
22.76799,3.80901
22.77633,3.80976
22.78466,3.81032
22.79299,3.81102
22.80133,3.81179
22.80966,3.81231
22.81799,3.81304
22.82633,3.81384
22.83466,3.81445
22.84299,3.81515
22.85133,3.81588
22.85966,3.81667
22.86799,3.81723
22.87633,3.81794
22.88466,3.81873
22.89299,3.81942
22.90133,3.82012
22.90966,3.82083
22.91799,3.82155
22.92633,3.82238
22.93466,3.82301
22.94299,3.8235
22.95133,3.82432
22.95966,3.82509
22.96799,3.8258
22.97633,3.82641
22.98466,3.82717
22.99299,3.8279
23.00133,3.82858
23.00966,3.82935
23.01799,3.83006
23.02633,3.83082
23.03466,3.8315
23.04299,3.83228
23.05133,3.83293
23.05966,3.83385
23.06799,3.83444
23.07633,3.83511
23.08466,3.83601
23.09299,3.83657
23.10133,3.83752
23.10966,3.83816
23.11799,3.83899
23.12633,3.83957
23.13466,3.84053
23.14299,3.84119
23.15133,3.8418
23.15966,3.84257
23.16799,3.84346
23.17633,3.84422
23.18466,3.84493
23.19299,3.84572
23.20133,3.84652
23.20966,3.84727
23.21799,3.84803
23.22633,3.84877
23.23466,3.84956
23.24299,3.85037
23.25133,3.85117
23.25966,3.85198
23.26799,3.85268
23.27633,3.85343
23.28466,3.85419
23.293,3.85494
23.30133,3.85563
23.30966,3.85642
23.318,3.85721
23.32633,3.85801
23.33466,3.85869
23.343,3.85954
23.35133,3.8603
23.35966,3.86116
23.368,3.86182
23.37633,3.86264
23.38466,3.86352
23.393,3.86429
23.40133,3.86501
23.40966,3.86591
23.418,3.86657
23.42633,3.8674
23.43466,3.86811
23.443,3.8689
23.45133,3.8698
23.45966,3.87056
23.468,3.87134
23.47633,3.87213
23.48466,3.87291
23.493,3.8737
23.50133,3.87451
23.50966,3.87529
23.518,3.87609
23.52633,3.87686
23.53466,3.87755
23.543,3.87842
23.55133,3.87927
23.55966,3.88003
23.568,3.88092
23.57633,3.88158
23.58466,3.88253
23.593,3.88327
23.60133,3.88393
23.60966,3.88476
23.618,3.88563
23.62633,3.88644
23.63466,3.88724
23.643,3.88797
23.65133,3.88882
23.65966,3.88949
23.668,3.89037
23.67633,3.89117
23.68466,3.892
23.693,3.89281
23.70133,3.89352
23.70966,3.89423
23.718,3.89516
23.72633,3.89587
23.73466,3.89677
23.743,3.89759
23.75133,3.89845
23.75966,3.89907
23.768,3.89999
23.77633,3.90076
23.78466,3.90152
23.793,3.90231
23.80133,3.90308
23.80967,3.90403
23.818,3.90483
23.82633,3.90559
23.83467,3.90633
23.843,3.90718
23.85133,3.90798
23.85967,3.90882
23.868,3.90956
23.87633,3.91042
23.88467,3.91117
23.893,3.91196
23.90133,3.91276
23.90967,3.91368
23.918,3.9144
23.92633,3.91517
23.93467,3.91607
23.943,3.91699
23.95133,3.91759
23.95967,3.91849
23.968,3.91937
23.97633,3.92002
23.98467,3.92093
23.993,3.92173
24.00133,3.92244
24.00967,3.92321
24.018,3.92424
24.02633,3.92508
24.03467,3.92574
24.043,3.9265
24.05133,3.92734
24.05967,3.9282
24.068,3.92902
24.07633,3.92981
24.08467,3.93068
24.093,3.93157
24.10133,3.93234
24.10967,3.93324
24.118,3.93398
24.12633,3.93485
24.13467,3.93567
24.143,3.93636
24.15133,3.93733
24.15967,3.93808
24.168,3.93898
24.17633,3.9397
24.18467,3.94046
24.193,3.94141
24.20133,3.9423
24.20967,3.94301
24.218,3.94389
24.22633,3.94471
24.23467,3.94558
24.243,3.94648
24.25133,3.94728
24.25967,3.94816
24.268,3.94887
24.27633,3.94983
24.28467,3.95064
24.293,3.95142
24.30133,3.95231
24.30967,3.95305
24.318,3.95398
24.32634,3.95496
24.33467,3.95563
24.343,3.95661
24.35134,3.95735
24.35967,3.95823
24.368,3.95909
24.37634,3.96004
24.38467,3.96064
24.393,3.9616
24.40134,3.96261
24.40967,3.96339
24.418,3.96433
24.42634,3.96502
24.43467,3.966
24.443,3.9669
24.45134,3.96779
24.45967,3.96863
24.468,3.96947
24.47634,3.97033
24.48467,3.9712
24.493,3.97208
24.50134,3.97295
24.50967,3.97385
24.518,3.97467
24.52634,3.97555
24.53467,3.97641
24.543,3.97728
24.55134,3.97814
24.55967,3.97902
24.568,3.98003
24.57634,3.98091
24.58467,3.98176
24.593,3.98276
24.60134,3.98353
24.60967,3.98445
24.618,3.9853
24.62634,3.98628
24.63467,3.98705
24.643,3.98807
24.65134,3.98888
24.65967,3.98976
24.668,3.99068
24.67634,3.99163
24.68467,3.99256
24.693,3.99349
24.70134,3.99434
24.70967,3.99529
24.718,3.99617
24.72634,3.99719
24.73467,3.99814
24.743,3.99907
24.75134,3.9998
24.75967,4.00079
24.768,4.00166
24.77634,4.00263
24.78467,4.00355
24.793,4.0044
24.80134,4.00543
24.80967,4.00632
24.818,4.00728
24.82634,4.00826
24.83467,4.00912
24.84301,4.0101
24.85134,4.01099
24.85967,4.01193
24.86801,4.01295
24.87634,4.01379
24.88467,4.01487
24.89301,4.0158
24.90134,4.01678
24.90967,4.01766
24.91801,4.01874
24.92634,4.01948
24.93467,4.02071
24.94301,4.02153
24.95134,4.02247
24.95967,4.02347
24.96801,4.02432
24.97634,4.02534
24.98467,4.02644
24.99301,4.02733
25.00134,4.02834
25.00967,4.02922
25.01801,4.03031
25.02634,4.03128
25.03467,4.03221
25.04301,4.03325
25.05134,4.03421
25.05967,4.03515
25.06801,4.03604
25.07634,4.03716
25.08467,4.03803
25.09301,4.03905
25.10134,4.04012
25.10967,4.04097
25.11801,4.04202
25.12634,4.04303
25.13467,4.04401
25.14301,4.04524
25.15134,4.0462
25.15967,4.04702
25.16801,4.04807
25.17634,4.04913
25.18467,4.05024
25.19301,4.05125
25.20134,4.0522
25.20967,4.05326
25.21801,4.0544
25.22634,4.05525
25.23467,4.05618
25.24301,4.05738
25.25134,4.05831
25.25967,4.0595
25.26801,4.0604
25.27634,4.06152
25.28467,4.06247
25.29301,4.06351
25.30134,4.06449
25.30967,4.06567
25.31801,4.06664
25.32634,4.06774
25.33467,4.06878
25.34301,4.06972
25.35134,4.07091
25.35968,4.07197
25.36801,4.07304
25.37634,4.07398
25.38468,4.07514
25.39301,4.07619
25.40134,4.07727
25.40968,4.07852
25.41801,4.07942
25.42634,4.08056
25.43468,4.08161
25.44301,4.08271
25.45134,4.08379
25.45968,4.08486
25.46801,4.08589
25.47634,4.08708
25.48468,4.08809
25.49301,4.08927
25.50134,4.09034
25.50968,4.09139
25.51801,4.09252
25.52634,4.09357
25.53468,4.09483
25.54301,4.0959
25.55134,4.09699
25.55968,4.09802
25.56801,4.09919
25.57634,4.10047
25.58468,4.10147
25.59301,4.10256
25.60134,4.10369
25.60968,4.10477
25.61801,4.10587
25.62634,4.10702
25.63468,4.10814
25.64301,4.10921
25.65134,4.11046
25.65968,4.11156
25.66801,4.11274
25.67634,4.11383
25.68468,4.11497
25.69301,4.1162
25.70134,4.11733
25.70968,4.11864
25.71801,4.11963
25.72634,4.12071
25.73468,4.1219
25.74301,4.12317
25.75134,4.12432
25.75968,4.12547
25.76801,4.12658
25.77634,4.12786
25.78468,4.12901
25.79301,4.13022
25.80134,4.13133
25.80968,4.13251
25.81801,4.13357
25.82634,4.13485
25.83468,4.13611
25.84301,4.1372
25.85134,4.13846
25.85968,4.13966
25.86801,4.14088
25.87635,4.14208
25.88468,4.14331
25.89301,4.14444
25.90135,4.14569
25.90968,4.14703
25.91801,4.14808
25.92635,4.14929
25.93468,4.15046
25.94301,4.1517
25.95135,4.15289
25.95968,4.15415
25.96801,4.15549
25.97635,4.15673
25.98468,4.15791
25.99301,4.15907
26.00135,4.16023
26.00968,4.16141
26.01801,4.16287
26.02635,4.16407
26.03468,4.1652
26.04301,4.16632
26.05135,4.16766
26.05968,4.16892
26.06801,4.1701
26.07635,4.17148
26.08468,4.17252
26.09301,4.17383
26.10135,4.17503
26.10968,4.17631
26.11801,4.17769
26.12635,4.17886
26.13468,4.18013
26.14301,4.18133
26.15135,4.1826
26.15968,4.18382
26.16801,4.18512
26.17635,4.18646
26.18468,4.18763
26.19301,4.18886
26.20135,4.19009
26.20968,4.19139
26.21801,4.19266
26.22635,4.19398
26.23468,4.1953
26.24301,4.19653
26.25135,4.19788
26.25968,4.19905
26.26801,4.20036
26.27635,4.20167
26.28468,4.20292
26.29301,4.2042
26.30135,4.20558
26.30968,4.20686
26.31801,4.20821
26.32635,4.20935
26.33468,4.21064
26.34301,4.21195
26.35135,4.2132
26.35968,4.21453
26.36801,4.21584
26.37635,4.21712
26.38468,4.21837
26.39302,4.21963
26.40135,4.22099
26.40968,4.22243
26.41802,4.22357
26.42635,4.22491
26.43468,4.22605
26.44302,4.22742
26.45135,4.22882
26.45968,4.22993
26.46802,4.23133
26.47635,4.23256
26.48468,4.2339
26.49302,4.23528
26.50135,4.23643
26.50968,4.2378
26.51802,4.23897
26.52635,4.2404
26.53468,4.24157
26.54302,4.24291
26.55135,4.24421
26.55968,4.24551
26.56802,4.2466
26.57635,4.24818
26.58468,4.24926
26.59302,4.25062
26.60135,4.25194
26.60968,4.25327
26.61802,4.25456
26.62635,4.2558
26.63468,4.25729
26.64302,4.25843
26.65135,4.2597
26.65968,4.26105
26.66802,4.26236
26.67635,4.26373
26.68468,4.26499
26.69302,4.26616
26.70135,4.26748
26.70968,4.2689
26.71802,4.27013
26.72635,4.27141
26.73468,4.27274
26.74302,4.274
26.75135,4.27534
26.75968,4.27665
26.76802,4.27798
26.77635,4.27937
26.78468,4.28053
26.79302,4.28178
26.80135,4.28312
26.80968,4.28435
26.81802,4.28567
26.82635,4.28702
26.83468,4.28833
26.84302,4.28956
26.85135,4.29095
26.85968,4.29219
26.86802,4.29343
26.87635,4.29467
26.88468,4.29595
26.89302,4.29728
26.90135,4.29865
26.90969,4.29978
26.91802,4.30124
26.92635,4.30252
26.93469,4.30371
26.94302,4.30501
26.95135,4.3063
26.95969,4.30767
26.96802,4.30899
26.97635,4.31025
26.98469,4.31149
26.99302,4.3128
27.00135,4.31412
27.00969,4.31555
27.01802,4.31669
27.02635,4.31799
27.03469,4.31922
27.04302,4.32055
27.05135,4.32183
27.05969,4.32313
27.06802,4.32447
27.07635,4.3257
27.08469,4.32698
27.09302,4.32827
27.10135,4.32957
27.10969,4.33094
27.11802,4.33216
27.12635,4.3335
27.13469,4.33471
27.14302,4.33603
27.15135,4.33727
27.15969,4.33863
27.16802,4.33999
27.17635,4.3412
27.18469,4.3425
27.19302,4.34378
27.20135,4.34505
27.20969,4.34631
27.21802,4.34785
27.22635,4.349
27.23469,4.35037
27.24302,4.35167
27.25135,4.35303
27.25969,4.35421
27.26802,4.3555
27.27635,4.3569
27.28469,4.3582
27.29302,4.35952
27.30135,4.36069
27.30969,4.36212
27.31802,4.3634
27.32635,4.36465
27.33469,4.36579
27.34302,4.3672
27.35135,4.3684
27.35969,4.36967
27.36802,4.37111
27.37635,4.3723
27.38469,4.37351
27.39302,4.3748
27.40135,4.37634
27.40969,4.37743
27.41802,4.37881
27.42636,4.38012
27.43469,4.38139
27.44302,4.38263
27.45136,4.38389
27.45969,4.38508
27.46802,4.38636
27.47636,4.38793
27.48469,4.38906
27.49302,4.39038
27.50136,4.39171
27.50969,4.39298
27.51802,4.39429
27.52636,4.39558
27.53469,4.39681
27.54302,4.39817
27.55136,4.39941
27.55969,4.40075
27.56802,4.40206
27.57636,4.40335
27.58469,4.40473
27.59302,4.40583
27.60136,4.40725
27.60969,4.40845
27.61802,4.40967
27.62636,4.41108
27.63469,4.41233
27.64302,4.41374
27.65136,4.41503
27.65969,4.41629
27.66802,4.41759
27.67636,4.41887
27.68469,4.42018
27.69302,4.42151
27.70136,4.42284
27.70969,4.42417
27.71802,4.42547
27.72636,4.42686
27.73469,4.42819
27.74302,4.42952
27.75136,4.43083
27.75969,4.43225
27.76802,4.43351
27.77636,4.43482
27.78469,4.43621
27.79302,4.43755
27.80136,4.43878
27.80969,4.44012
27.81802,4.44139
27.82636,4.44278
27.83469,4.44409
27.84302,4.4455
27.85136,4.4468
27.85969,4.44814
27.86802,4.44957
27.87636,4.45092
27.88469,4.45237
27.89302,4.45368
27.90136,4.45506
27.90969,4.45644
27.91802,4.45763
27.92636,4.45912
27.93469,4.46036
27.94303,4.46176
27.95136,4.4632
27.95969,4.46449
27.96803,4.46579
27.97636,4.46726
27.98469,4.46862
27.99303,4.47006
28.00136,4.4714
28.00969,4.47277
28.01803,4.47408
28.02636,4.47561
28.03469,4.47711
28.04303,4.47856
28.05136,4.47995
28.05969,4.48124
28.06803,4.48271
28.07636,4.48395
28.08469,4.4855
28.09303,4.48683
28.10136,4.4882
28.10969,4.48961
28.11803,4.49101
28.12636,4.49252
28.13469,4.49374
28.14303,4.49522
28.15136,4.49664
28.15969,4.49813
28.16335,4.49871
